+------+-------------------------------+---------+--------+-------+
| Rank | Batsman                       | Average | Others | Ratio |
| 5830 | William Strydom               | 12.96   | 27.15  | 0.477 |
| 5831 | Andy Pick                     | 14.96   | 31.35  | 0.477 |
| 5832 | Bertie Clarke                 | 12.30   | 25.79  | 0.477 |
| 5833 | Ted James                     | 12.22   | 25.62  | 0.477 |
| 5834 | Andy Caddick                  | 14.89   | 31.24  | 0.476 |
| 5835 | Barlow Carkeek                | 12.17   | 25.54  | 0.476 |
| 5836 | Frank Smith                   | 9.79    | 20.55  | 0.476 |
| 5837 | Jalaluddin                    | 12.21   | 25.63  | 0.476 |
| 5838 | Damion Jacobs                 | 10.85   | 22.80  | 0.476 |
| 5839 | Fred Stedman                  | 12.37   | 26.00  | 0.475 |
| 5840 | Doug Wright                   | 12.34   | 25.95  | 0.475 |
| 5841 | Dean Cosker                   | 14.78   | 31.06  | 0.475 |
| 5842 | Colin Dredge                  | 13.98   | 29.40  | 0.475 |
| 5843 | Nixon McLean                  | 13.51   | 28.42  | 0.475 |
| 5844 | Trevor Packer                 | 12.90   | 27.14  | 0.475 |
| 5845 | Uday Joshi                    | 12.49   | 26.31  | 0.474 |
| 5846 | John Warr                     | 11.45   | 24.14  | 0.474 |
| 5847 | Mark Ilott                    | 14.66   | 30.92  | 0.474 |
| 5848 | Monir Hossain                 | 13.32   | 28.11  | 0.473 |
| 5849 | Neil Kendrick                 | 15.86   | 33.49  | 0.473 |
| 5850 | Dennis Lillee                 | 13.90   | 29.40  | 0.472 |
| 5851 | Chandrasekhar Joshi           | 12.95   | 27.41  | 0.472 |
| 5852 | Inderjit Singh                | 10.80   | 22.86  | 0.472 |
| 5853 | Anupam Sanklecha              | 14.09   | 29.84  | 0.472 |
| 5854 | Javagal Srinath               | 14.49   | 30.69  | 0.472 |
| 5855 | Charlie Parker                | 10.48   | 22.22  | 0.471 |
| 5856 | Ashley Mallett                | 13.60   | 28.85  | 0.471 |
| 5857 | Reggie Ford                   | 10.55   | 22.39  | 0.471 |
| 5858 | Norman Holloway               | 10.95   | 23.26  | 0.470 |
| 5859 | Robin Hobbs                   | 12.11   | 25.74  | 0.470 |
| 5860 | Atif Maqbool                  | 12.68   | 26.95  | 0.470 |
| 5861 | James Anyon                   | 14.50   | 30.87  | 0.469 |
| 5862 | Lloyd Budd                    | 11.47   | 24.43  | 0.469 |
| 5863 | Rupert Webb                   | 11.72   | 24.97  | 0.469 |
| 5864 | Mike Selvey                   | 12.65   | 26.98  | 0.468 |
| 5865 | Bob Paulsen                   | 13.16   | 28.12  | 0.468 |
| 5866 | Liam Norwell                  | 13.87   | 29.65  | 0.467 |
| 5867 | Gladstone Small               | 14.36   | 30.69  | 0.467 |
| 5868 | Jamshed Hussain               | 12.86   | 27.51  | 0.467 |
| 5869 | Trent Boult                   | 15.02   | 32.14  | 0.467 |
| 5870 | David Evans                   | 10.53   | 22.54  | 0.467 |
| 5871 | Mohammad Khalil               | 12.82   | 27.45  | 0.466 |
| 5872 | Paul Booth                    | 13.38   | 28.68  | 0.466 |
| 5873 | Nathan Buck                   | 14.45   | 31.00  | 0.466 |
| 5874 | Bill Murch                    | 10.05   | 21.57  | 0.466 |
| 5875 | Kenroy Peters                 | 10.48   | 22.49  | 0.465 |
| 5876 | Basheer Walters               | 13.12   | 28.16  | 0.465 |
| 5877 | Chatura Randunu               | 13.08   | 28.08  | 0.465 |
| 5878 | Devendra Bishoo               | 12.48   | 26.84  | 0.464 |
| 5879 | Umesh Yadav                   | 14.53   | 31.26  | 0.464 |
| 5880 | Prior Jones                   | 14.09   | 30.31  | 0.464 |
| 5881 | Dave Gilbert                  | 14.31   | 30.79  | 0.464 |
| 5882 | Douglas Hondo                 | 13.28   | 28.59  | 0.464 |
| 5883 | Pat Trimborn                  | 11.89   | 25.61  | 0.464 |
| 5884 | Jomel Warrican                | 11.81   | 25.44  | 0.464 |
| 5885 | Alfred Barlow                 | 11.50   | 24.79  | 0.463 |
| 5886 | Brian Statham                 | 10.80   | 23.29  | 0.463 |
| 5887 | Joseph Hunter                 | 7.86    | 16.96  | 0.463 |
| 5888 | Imran Ali                     | 11.49   | 24.77  | 0.463 |
| 5889 | Gary Troup                    | 12.17   | 26.24  | 0.463 |
| 5890 | Arnold Rylott                 | 6.33    | 13.68  | 0.462 |
| 5891 | Waqar Younis                  | 13.38   | 28.93  | 0.462 |
| 5892 | George Jones                  | 8.62    | 18.65  | 0.462 |
| 5893 | Brenden Fourie                | 12.49   | 27.04  | 0.461 |
| 5894 | Ian Quick                     | 14.06   | 30.47  | 0.461 |
| 5895 | James Ormond                  | 15.16   | 32.88  | 0.461 |
| 5896 | Ellis Robinson                | 11.01   | 23.89  | 0.461 |
| 5897 | Francis Stocks                | 10.04   | 21.79  | 0.461 |
| 5898 | Sanjay Satpathy               | 13.29   | 28.85  | 0.460 |
| 5899 | Ian Folley                    | 13.14   | 28.52  | 0.460 |
| 5900 | James Street                  | 7.51    | 16.32  | 0.460 |
| 5901 | George Wilson                 | 11.36   | 24.67  | 0.460 |
| 5902 | Mark Davis                    | 14.60   | 31.73  | 0.460 |
| 5903 | Ali Ahmed                     | 12.48   | 27.14  | 0.459 |
| 5904 | Ata-ur-Rehman                 | 12.71   | 27.64  | 0.459 |
| 5905 | Frank Ward                    | 13.82   | 30.07  | 0.459 |
| 5906 | Ray Dovey                     | 11.63   | 25.32  | 0.459 |
| 5907 | Robert Miles                  | 7.90    | 17.20  | 0.459 |
| 5908 | Rana Datta                    | 12.86   | 28.03  | 0.458 |
| 5909 | George Ferris                 | 12.21   | 26.64  | 0.458 |
| 5910 | Larry Hobson                  | 13.09   | 28.58  | 0.458 |
| 5911 | Jack Durston                  | 11.90   | 25.98  | 0.458 |
| 5912 | Hallam Moseley                | 12.46   | 27.24  | 0.457 |
| 5913 | Kemar Roach                   | 13.15   | 28.76  | 0.457 |
| 5914 | Lofty Herman                  | 11.08   | 24.27  | 0.456 |
| 5915 | Haydon Smith                  | 11.01   | 24.11  | 0.456 |
| 5916 | Thomas Nixon                  | 4.82    | 10.57  | 0.456 |
| 5917 | Delorn Johnson                | 10.88   | 23.84  | 0.456 |
| 5918 | Thomas Straw                  | 10.71   | 23.48  | 0.456 |
| 5919 | George Paine                  | 11.95   | 26.19  | 0.456 |
| 5920 | Rajesh Ramesh                 | 12.75   | 27.95  | 0.456 |
| 5921 | Ted Brooks                    | 13.07   | 28.68  | 0.455 |
| 5922 | Alistar Jordan                | 10.98   | 24.09  | 0.455 |
| 5923 | Colin Scott                   | 11.92   | 26.18  | 0.455 |
| 5924 | Naqaash Tahir                 | 15.32   | 33.70  | 0.454 |
| 5925 | Henry Persse                  | 11.69   | 25.73  | 0.454 |
| 5926 | Jake Ball                     | 13.12   | 28.92  | 0.453 |
| 5927 | Hans Ebeling                  | 14.15   | 31.19  | 0.453 |
| 5928 | Terry Spencer                 | 10.77   | 23.75  | 0.453 |
| 5929 | Fred Hunt                     | 10.60   | 23.40  | 0.453 |
| 5930 | Vanburn Holder                | 12.97   | 28.63  | 0.453 |
| 5931 | Jack Smart                    | 11.53   | 25.48  | 0.452 |
| 5932 | Frank Bale                    | 9.57    | 21.16  | 0.452 |
| 5933 | Tom Hall                      | 11.15   | 24.69  | 0.451 |
| 5934 | Dane Paterson                 | 12.66   | 28.06  | 0.451 |
| 5935 | Thomas Vigne                  | 6.00    | 13.30  | 0.451 |
| 5936 | Matthew Taylor                | 13.20   | 29.28  | 0.450 |
| 5937 | Prabath Jayasuriya            | 12.22   | 27.13  | 0.450 |
| 5938 | Kapila Wijegunawardene        | 11.68   | 25.94  | 0.450 |
| 5939 | Maurice Allom                 | 12.93   | 28.72  | 0.450 |
| 5940 | Simon Kerrigan                | 13.60   | 30.25  | 0.449 |
| 5941 | Graham Onions                 | 12.96   | 28.82  | 0.449 |
| 5942 | Xavier Doherty                | 14.13   | 31.44  | 0.449 |
| 5943 | Ken Fiddling                  | 11.69   | 26.02  | 0.449 |
| 5944 | Duanne Olivier                | 12.52   | 27.88  | 0.449 |
| 5945 | Ken Higgs                     | 11.29   | 25.14  | 0.449 |
| 5946 | Johannes Diseko               | 12.81   | 28.56  | 0.448 |
| 5947 | Bernard Scholtz               | 11.75   | 26.21  | 0.448 |
| 5948 | Arthur Wheat                  | 13.41   | 29.93  | 0.448 |
| 5949 | Neville Knox                  | 10.16   | 22.70  | 0.447 |
| 5950 | Lucky Pangabantu              | 11.00   | 24.57  | 0.447 |
| 5951 | Mike Smith                    | 12.19   | 27.25  | 0.447 |
| 5952 | Jon Holland                   | 13.83   | 30.94  | 0.447 |
| 5953 | Tendai Chatara                | 11.49   | 25.71  | 0.446 |
| 5954 | Colin Blythe                  | 9.87    | 22.10  | 0.446 |
| 5955 | Thomas Bowley                 | 8.58    | 19.22  | 0.446 |
| 5956 | Fred Ridgway                  | 11.00   | 24.66  | 0.445 |
| 5957 | James Kirtley                 | 13.16   | 29.53  | 0.445 |
| 5958 | David Masters                 | 13.73   | 30.86  | 0.444 |
| 5959 | Zulqarnain                    | 12.22   | 27.49  | 0.444 |
| 5960 | David Brown                   | 12.26   | 27.59  | 0.444 |
| 5961 | Andy McKay                    | 14.29   | 32.15  | 0.444 |
| 5962 | Garth Roe                     | 13.17   | 29.65  | 0.444 |
| 5963 | Kasun Madushanka              | 13.89   | 31.31  | 0.443 |
| 5964 | Ryan Sidebottom               | 13.90   | 31.34  | 0.443 |
| 5965 | Ryan Austin                   | 10.14   | 22.86  | 0.443 |
| 5966 | Bill O'Reilly                 | 13.13   | 29.61  | 0.443 |
| 5967 | John Beaumont                 | 8.31    | 18.74  | 0.443 |
| 5968 | Ashish Zaidi                  | 13.68   | 30.88  | 0.443 |
| 5969 | Mark Bowen                    | 12.37   | 27.94  | 0.443 |
| 5970 | Tim May                       | 14.97   | 33.86  | 0.442 |
| 5971 | Bharati Vij                   | 13.10   | 29.62  | 0.442 |
| 5972 | Thandi Tshabalala             | 12.52   | 28.33  | 0.442 |
| 5973 | Harry Baldwin                 | 10.70   | 24.21  | 0.442 |
| 5974 | Azharullah                    | 12.82   | 29.07  | 0.440 |
| 5975 | Jeff Thomson                  | 13.58   | 30.83  | 0.440 |
| 5976 | Madura Lakmal                 | 12.08   | 27.44  | 0.440 |
| 5977 | Barry Stead                   | 12.30   | 27.93  | 0.440 |
| 5978 | Obaid Kamal                   | 14.29   | 32.46  | 0.440 |
| 5979 | James Boiling                 | 13.33   | 30.27  | 0.440 |
| 5980 | Hasibul Hossain               | 11.82   | 26.85  | 0.440 |
| 5981 | Warren Stott                  | 12.06   | 27.46  | 0.439 |
| 5982 | Albert Padmore                | 13.06   | 29.78  | 0.438 |
| 5983 | Ravi Rampaul                  | 12.91   | 29.44  | 0.438 |
| 5984 | Neil Sargeant                 | 14.03   | 32.00  | 0.438 |
| 5985 | Bill Johnston                 | 12.68   | 28.93  | 0.438 |
| 5986 | Randhir Singh                 | 12.94   | 29.53  | 0.438 |
| 5987 | Bob Hurst                     | 10.01   | 22.87  | 0.437 |
| 5988 | Salman Fazal                  | 11.89   | 27.17  | 0.437 |
| 5989 | Albert Hallam                 | 9.83    | 22.49  | 0.437 |
| 5990 | Nadeem Ghauri                 | 11.40   | 26.08  | 0.437 |
| 5991 | Dale Steyn                    | 13.71   | 31.38  | 0.437 |
| 5992 | Shayne O'Connor               | 12.53   | 28.72  | 0.436 |
| 5993 | Mohsin Kamal                  | 11.82   | 27.09  | 0.436 |
| 5994 | Salil Ankola                  | 15.71   | 36.00  | 0.436 |
| 5995 | Amit Jaggernauth              | 11.46   | 26.26  | 0.436 |
| 5996 | Erapalli Prasanna             | 11.90   | 27.29  | 0.436 |
| 5997 | Waqar Ahmed                   | 10.94   | 25.08  | 0.436 |
| 5998 | Mordecai Sherwin              | 7.59    | 17.42  | 0.435 |
| 5999 | Jimmy Wootton                 | 7.98    | 18.31  | 0.435 |
| 6000 | Farrukh Zaman                 | 10.51   | 24.15  | 0.435 |
| 6001 | Kilburn Wilmot                | 11.46   | 26.32  | 0.435 |
| 6002 | Lakshan Sandakan              | 12.24   | 28.21  | 0.434 |
| 6003 | Jack O'Connor                 | 11.77   | 27.13  | 0.434 |
| 6004 | Matt Mason                    | 13.59   | 31.32  | 0.434 |
| 6005 | Carl Raubenheimer             | 11.00   | 25.36  | 0.433 |
| 6006 | David Jowett                  | 12.04   | 27.76  | 0.433 |
| 6007 | Sathpath Kalum                | 9.14    | 21.10  | 0.433 |
| 6008 | Craig Alexander               | 12.56   | 29.02  | 0.432 |
| 6009 | Butch White                   | 10.58   | 24.46  | 0.432 |
| 6010 | Bill Whitty                   | 11.53   | 26.67  | 0.432 |
| 6011 | Greg Smith                    | 13.16   | 30.45  | 0.432 |
| 6012 | Mark Davies                   | 12.56   | 29.07  | 0.431 |
| 6013 | Ajaz Patel                    | 13.76   | 31.85  | 0.431 |
| 6014 | Paul Harris                   | 13.65   | 31.67  | 0.431 |
| 6015 | Laurie Mayne                  | 12.82   | 29.77  | 0.430 |
| 6016 | Khan Mohammad                 | 11.57   | 26.88  | 0.430 |
| 6017 | Bert Strudwick                | 10.88   | 25.30  | 0.430 |
| 6018 | Morn? Morkel                  | 13.13   | 30.55  | 0.429 |
| 6019 | Brendon Bracewell             | 11.76   | 27.38  | 0.429 |
| 6020 | George Burton                 | 8.04    | 18.71  | 0.429 |
| 6021 | Cliff Dickeson                | 12.04   | 28.04  | 0.429 |
| 6022 | Allan Donald                  | 12.05   | 28.08  | 0.429 |
| 6023 | John Traicos                  | 11.40   | 26.58  | 0.429 |
| 6024 | Tino Best                     | 12.06   | 28.12  | 0.429 |
| 6025 | Margashayam Venkataramana     | 13.48   | 31.42  | 0.429 |
| 6026 | Chris Pringle                 | 12.82   | 29.88  | 0.429 |
| 6027 | Dan Worrall                   | 13.03   | 30.37  | 0.429 |
| 6028 | John Wood                     | 12.67   | 29.55  | 0.428 |
| 6029 | Naeem Khan                    | 10.00   | 23.31  | 0.428 |
| 6030 | Arun Sharma                   | 12.44   | 29.02  | 0.428 |
| 6031 | Andrew Whittall               | 14.27   | 33.30  | 0.428 |
| 6032 | Kamrul Islam                  | 11.76   | 27.49  | 0.428 |
| 6033 | John Pentecost                | 7.52    | 17.59  | 0.427 |
| 6034 | Dylan Stanley                 | 11.27   | 26.36  | 0.427 |
| 6035 | Nuwan Liyanapathirana         | 11.18   | 26.15  | 0.427 |
| 6036 | Richard Jones                 | 12.26   | 28.68  | 0.427 |
| 6037 | Bishan Bedi                   | 11.37   | 26.62  | 0.427 |
| 6038 | Adnan Rasool                  | 10.79   | 25.29  | 0.426 |
| 6039 | Charles Morris                | 12.72   | 29.80  | 0.426 |
| 6040 | Amila Aponso                  | 13.30   | 31.18  | 0.426 |
| 6041 | Stuart Clark                  | 14.05   | 32.94  | 0.426 |
| 6042 | James Bush                    | 8.04    | 18.86  | 0.426 |
| 6043 | Tim Lamb                      | 12.49   | 29.29  | 0.426 |
| 6044 | David Terbrugge               | 12.79   | 30.04  | 0.425 |
| 6045 | Edward Hartopp                | 4.25    | 9.98   | 0.425 |
| 6046 | Sandeep Maniar                | 13.30   | 31.26  | 0.425 |
| 6047 | Ehteshamuddin                 | 11.46   | 26.95  | 0.425 |
| 6048 | Wayne Clark                   | 12.57   | 29.58  | 0.425 |
| 6049 | Rajinder Hans                 | 11.92   | 28.04  | 0.425 |
| 6050 | Piyal Wijetunge               | 11.27   | 26.51  | 0.425 |
| 6051 | Mick Melle                    | 11.33   | 26.70  | 0.424 |
| 6052 | David Halfyard                | 10.91   | 25.74  | 0.423 |
| 6053 | Charles Wooler                | 10.80   | 25.49  | 0.423 |
| 6054 | Arthur Mailey                 | 12.33   | 29.13  | 0.423 |
| 6055 | Wayne Daniel                  | 11.48   | 27.12  | 0.423 |
| 6056 | Juan Theron                   | 12.23   | 28.91  | 0.423 |
| 6057 | Scott Boland                  | 12.83   | 30.34  | 0.422 |
| 6058 | Kagiso Rabada                 | 11.88   | 28.10  | 0.422 |
| 6059 | Kenny Benjamin                | 11.64   | 27.53  | 0.422 |
| 6060 | Samiullah Khan                | 10.28   | 24.36  | 0.422 |
| 6061 | Shoaib Akhtar                 | 12.27   | 29.08  | 0.422 |
| 6062 | Mario Olivier                 | 11.39   | 26.99  | 0.422 |
| 6063 | Umar Gul                      | 12.05   | 28.55  | 0.422 |
| 6064 | Ray Julian                    | 9.73    | 23.10  | 0.421 |
| 6065 | Simon Brown                   | 12.05   | 28.61  | 0.421 |
| 6066 | Steven McEwan                 | 13.12   | 31.16  | 0.421 |
| 6067 | Monty Cranfield               | 9.82    | 23.34  | 0.420 |
| 6068 | Chris Rushworth               | 11.76   | 27.96  | 0.420 |
| 6069 | Ray Weeks                     | 10.00   | 23.79  | 0.420 |
| 6070 | Huw Waters                    | 12.45   | 29.60  | 0.420 |
| 6071 | Amit Bhandari                 | 12.61   | 29.98  | 0.420 |
| 6072 | Mitchell Swepson              | 12.50   | 29.73  | 0.420 |
| 6073 | Harold Rhodes                 | 9.48    | 22.54  | 0.420 |
| 6074 | Sreenath Aravind              | 13.00   | 30.92  | 0.420 |
| 6075 | Hugo Yarnold                  | 10.75   | 25.57  | 0.420 |
| 6076 | Don Shepherd                  | 9.65    | 22.96  | 0.420 |
| 6077 | Jack Bird                     | 12.73   | 30.30  | 0.420 |
| 6078 | Daren Powell                  | 12.60   | 30.04  | 0.419 |
| 6079 | Najaf Shah                    | 10.93   | 26.09  | 0.419 |
| 6080 | Ishwar Pandey                 | 13.50   | 32.20  | 0.419 |
| 6081 | Zakir Khan                    | 11.67   | 27.84  | 0.419 |
| 6082 | Tabish Khan                   | 11.67   | 27.91  | 0.418 |
| 6083 | Raymond Smith                 | 9.36    | 22.41  | 0.418 |
| 6084 | Courtney Walsh                | 11.32   | 27.15  | 0.416 |
| 6085 | James Averis                  | 12.94   | 31.07  | 0.416 |
| 6086 | Shafiul Islam                 | 12.50   | 30.07  | 0.415 |
| 6087 | Roger Harman                  | 9.98    | 24.02  | 0.415 |
| 6088 | Ishan Ratnayake               | 10.29   | 24.77  | 0.415 |
| 6089 | Philip Wilkinson              | 12.01   | 28.90  | 0.415 |
| 6090 | Walter Hearne                 | 7.57    | 18.23  | 0.415 |
| 6091 | Trevor Gard                   | 13.75   | 33.13  | 0.415 |
| 6092 | Ian Callen                    | 12.29   | 29.63  | 0.414 |
| 6093 | Brad Williams                 | 13.87   | 33.42  | 0.414 |
| 6094 | Chad Keegan                   | 14.08   | 33.94  | 0.414 |
| 6095 | Raghuram Bhat                 | 12.98   | 31.30  | 0.414 |
