+-------+-------------------------------+---------+--------+-------+
| Rank  | Batsman                       | Average | Others | Ratio |
| 401   | Ian Chappell                  | 48.35   | 29.19  | 1.656 |
| 402   | Mike Hussey                   | 52.13   | 31.47  | 1.656 |
| 403   | David Hussey                  | 52.50   | 31.71  | 1.655 |
| 404   | Shahadat Hossain              | 36.89   | 22.28  | 1.655 |
| 405   | Joe Root                      | 48.66   | 29.40  | 1.655 |
| 406   | Francis Terry                 | 32.47   | 19.61  | 1.655 |
| 407   | Tian Koekemoer                | 44.92   | 27.14  | 1.654 |
| 408   | Colin Cowdrey                 | 42.89   | 25.91  | 1.654 |
| 409   | Gary Kirsten                  | 48.31   | 29.20  | 1.654 |
| 410   | Ryan Watson                   | 38.31   | 23.16  | 1.653 |
| 411   | Angelo Perera                 | 48.08   | 29.07  | 1.653 |
| 412   | Samuel Fowler                 | 10.94   | 6.61   | 1.653 |
| 413   | Richard Miller                | 21.00   | 12.70  | 1.653 |
| 414   | Carl Hooper                   | 47.68   | 28.86  | 1.651 |
| 415   | Raman Subba Row               | 41.46   | 25.10  | 1.651 |
| 416   | Haider Ali                    | 54.33   | 32.90  | 1.651 |
| 417   | Hec Oakley                    | 43.37   | 26.29  | 1.649 |
| 418   | Aiden Markram                 | 43.59   | 26.43  | 1.649 |
| 419   | Basil Butcher                 | 49.90   | 30.25  | 1.649 |
| 420   | Indika de Saram               | 39.13   | 23.72  | 1.649 |
| 421   | Charles Lyttelton             | 27.15   | 16.47  | 1.648 |
| 422   | Charles Jones                 | 40.11   | 24.33  | 1.648 |
| 423   | Ali Azmat                     | 38.95   | 23.64  | 1.647 |
| 424   | Jacob Martin                  | 46.65   | 28.32  | 1.647 |
| 425   | VVS Laxman                    | 51.64   | 31.36  | 1.646 |
| 426   | Wally Driver                  | 37.00   | 22.47  | 1.646 |
| 427   | Rizwan Hussain                | 35.51   | 21.57  | 1.646 |
| 428   | Charles Studd                 | 30.49   | 18.53  | 1.645 |
| 429   | Dirk de Villiers              | 41.33   | 25.11  | 1.645 |
| 430   | Peter Kirsten                 | 44.46   | 27.04  | 1.644 |
| 431   | Janneman Malan                | 49.13   | 29.89  | 1.643 |
| 432   | Sam Agarwal                   | 49.94   | 30.38  | 1.643 |
| 433   | Mohammad Yousuf               | 47.96   | 29.18  | 1.643 |
| 434   | Asim Munir                    | 42.64   | 25.95  | 1.643 |
| 435   | Saeed Anwar                   | 45.19   | 27.51  | 1.642 |
| 436   | Mahboob Subhani               | 32.09   | 19.54  | 1.641 |
| 437   | Ephraim Lockwood              | 23.60   | 14.40  | 1.639 |
| 438   | William Foley                 | 44.11   | 26.91  | 1.638 |
| 439   | Jack Short                    | 33.31   | 20.32  | 1.638 |
| 440   | Yatin Rele                    | 51.33   | 31.36  | 1.636 |
| 441   | Jim Burke                     | 45.01   | 27.51  | 1.636 |
| 442   | Sanoj Darshika                | 44.69   | 27.31  | 1.635 |
| 443   | Billy Wade                    | 48.45   | 29.62  | 1.635 |
| 444   | Reginald Hudson               | 40.15   | 24.55  | 1.635 |
| 445   | William Yardley               | 25.77   | 15.76  | 1.635 |
| 446   | Supun Leelaratne              | 38.08   | 23.28  | 1.635 |
| 447   | Naeemuddin                    | 40.25   | 24.61  | 1.635 |
| 448   | Mathew Sinclair               | 48.64   | 29.76  | 1.634 |
| 449   | Thomas Bagge                  | 22.45   | 13.74  | 1.633 |
| 450   | Andy Sandham                  | 44.82   | 27.44  | 1.633 |
| 451   | Mahmood Hamid                 | 41.94   | 25.69  | 1.632 |
| 452   | Manohar Hardikar              | 45.46   | 27.85  | 1.632 |
| 453   | AB de Villiers                | 49.71   | 30.47  | 1.631 |
| 454   | Yunus Thomas                  | 28.27   | 17.33  | 1.631 |
| 455   | Uday Merchant                 | 55.78   | 34.19  | 1.631 |
| 456   | Hrishikesh Kanitkar           | 52.26   | 32.06  | 1.629 |
| 457   | Arshad Pervez                 | 39.85   | 24.46  | 1.628 |
| 458   | Sean Williams                 | 44.40   | 27.26  | 1.628 |
| 459   | Syd Curnow                    | 42.08   | 25.84  | 1.628 |
| 460   | Gary Ballance                 | 47.31   | 29.05  | 1.628 |
| 461   | Lee Irvine                    | 40.48   | 24.87  | 1.628 |
| 462   | Mohammad Ramzan               | 39.09   | 24.01  | 1.627 |
| 463   | Desmond Haynes                | 45.90   | 28.20  | 1.627 |
| 464   | Tom Dollery                   | 37.47   | 23.03  | 1.627 |
| 465   | Ricky Bhui                    | 43.32   | 26.63  | 1.626 |
| 466   | Jack Newby                    | 39.24   | 24.12  | 1.626 |
| 467   | Lawrence Trotter              | 43.61   | 26.81  | 1.626 |
| 468   | Surendra Bhave                | 58.18   | 35.78  | 1.625 |
| 469   | Eddie Paynter                 | 42.26   | 25.99  | 1.625 |
| 470   | Wally Hardinge                | 36.51   | 22.46  | 1.625 |
| 471   | Joseph Cotterill              | 27.11   | 16.69  | 1.624 |
| 472   | Khurram Khan                  | 43.25   | 26.62  | 1.624 |
| 473   | Colin Munro                   | 51.58   | 31.76  | 1.624 |
| 474   | Imran Farhat                  | 42.79   | 26.34  | 1.624 |
| 475   | Percy Tarilton                | 38.56   | 23.75  | 1.623 |
| 476   | Harry Makepeace               | 36.23   | 22.32  | 1.623 |
| 477   | George Hirst                  | 34.13   | 21.03  | 1.622 |
| 478   | Christopher Stephens          | 43.71   | 26.93  | 1.622 |
| 479   | Jack Cheetham                 | 42.20   | 26.00  | 1.622 |
| 480   | Mohammad Ayub                 | 41.13   | 25.35  | 1.622 |
| 481   | Abdul Malik                   | 44.60   | 27.49  | 1.622 |
| 482   | Rizwan-uz-Zaman               | 43.53   | 26.83  | 1.621 |
| 483   | Jagadeesh Arunkumar           | 42.90   | 26.45  | 1.621 |
| 484   | Rustomji Meherhomji           | 26.13   | 16.11  | 1.621 |
| 485   | Yere Goud                     | 45.53   | 28.07  | 1.621 |
| 486   | Sanjay Manjrekar              | 55.11   | 33.99  | 1.621 |
| 487   | John Knox                     | 31.94   | 19.70  | 1.621 |
| 488   | Zakir Butt                    | 36.15   | 22.30  | 1.620 |
| 489   | Maruti Sridhar                | 48.90   | 30.17  | 1.620 |
| 490   | Mohammad Azharuddin           | 51.98   | 32.09  | 1.619 |
| 491   | Patrick Botha                 | 43.66   | 26.95  | 1.619 |
| 492   | Arjun Raja                    | 45.92   | 28.35  | 1.619 |
| 493   | Kyle Verreynne                | 50.92   | 31.45  | 1.618 |
| 494   | Kripal Singh                  | 40.81   | 25.22  | 1.618 |
| 495   | Herbert Jenner                | 14.03   | 8.67   | 1.618 |
| 496   | Ambati Rayudu                 | 45.56   | 28.16  | 1.617 |
| 497   | Dhruv Shorey                  | 50.20   | 31.03  | 1.617 |
| 498   | James Aylward                 | 19.24   | 11.90  | 1.616 |
| 499   | Zakir Hussain                 | 53.60   | 33.16  | 1.615 |
| 500   | Shehan Jayasuriya             | 42.10   | 26.05  | 1.615 |
| 501   | Nisar Wahdat                  | 46.78   | 28.95  | 1.615 |
| 502   | John Dewes                    | 41.77   | 25.85  | 1.615 |
| 503   | Justin Langer                 | 50.23   | 31.09  | 1.615 |
| 504   | Clifford Tutton               | 42.00   | 26.00  | 1.614 |
| 505   | William Thomson               | 29.00   | 17.95  | 1.614 |
| 506   | Edward Harris                 | 22.92   | 14.20  | 1.614 |
| 507   | Lala Amarnath                 | 41.37   | 25.63  | 1.614 |
| 508   | Len Baichan                   | 51.77   | 32.07  | 1.613 |
| 509   | Lionel Palairet               | 33.63   | 20.84  | 1.613 |
| 510   | Sufyan Munir                  | 39.85   | 24.70  | 1.613 |
| 511   | Dave Kerr                     | 41.25   | 25.56  | 1.613 |
| 512   | Tarique Jiffry                | 37.62   | 23.32  | 1.613 |
| 513   | Ievers Gunasekara             | 37.23   | 23.09  | 1.611 |
| 514   | Cecil Abercrombie             | 40.21   | 24.94  | 1.611 |
| 515   | Uday Kaul                     | 49.87   | 30.94  | 1.611 |
| 516   | Dulash Udayanga               | 42.09   | 26.12  | 1.611 |
| 517   | Shivam Dubey                  | 48.19   | 29.91  | 1.611 |
| 518   | Brad Hodge                    | 48.81   | 30.30  | 1.610 |
| 519   | Waheed Yar Khan               | 38.93   | 24.17  | 1.610 |
| 520   | Jack Ryder                    | 44.30   | 27.53  | 1.609 |
| 521   | James McCollum                | 42.57   | 26.46  | 1.608 |
| 522   | Henry Sampson                 | 16.08   | 9.99   | 1.608 |
| 523   | Mosaddek Hossain              | 54.26   | 33.73  | 1.608 |
| 524   | Edward Williams               | 41.40   | 25.75  | 1.607 |
| 525   | Trevor Goddard                | 40.60   | 25.26  | 1.607 |
| 526   | Akhtar Sarfraz                | 36.43   | 22.66  | 1.607 |
| 527   | Albert Hornby                 | 24.07   | 14.98  | 1.607 |
| 528   | Jacques Snyman                | 43.42   | 27.02  | 1.607 |
| 529   | Hubert Ashton                 | 38.70   | 24.08  | 1.606 |
| 530   | Mike Smith                    | 41.84   | 26.05  | 1.605 |
| 531   | Aamer Sajjad                  | 38.68   | 24.09  | 1.605 |
| 532   | Joseph Eccles                 | 24.68   | 15.38  | 1.604 |
| 533   | Yogesh Nagar                  | 46.38   | 28.91  | 1.604 |
| 534   | Chris Rogers                  | 49.55   | 30.89  | 1.604 |
| 535   | Francis Lacey                 | 32.77   | 20.43  | 1.603 |
| 536   | Faiz Fazal                    | 42.20   | 26.32  | 1.603 |
| 537   | Chamara Silva                 | 41.33   | 25.77  | 1.603 |
| 538   | Mohammad Rizwan               | 42.96   | 26.79  | 1.603 |
| 539   | Gautam Gambhir                | 49.35   | 30.78  | 1.603 |
| 540   | Shakoor Ahmed                 | 37.26   | 23.25  | 1.602 |
| 541   | Mukund Parmar                 | 49.63   | 30.97  | 1.602 |
| 542   | Cuthbert Ottaway              | 27.27   | 17.02  | 1.601 |
| 543   | Frank Lowson                  | 37.18   | 23.21  | 1.601 |
| 544   | Rudi Second                   | 44.73   | 27.94  | 1.600 |
| 545   | Hashim Amla                   | 48.45   | 30.27  | 1.600 |
| 546   | Graham Yallop                 | 45.90   | 28.68  | 1.600 |
| 547   | Lord Harris                   | 26.85   | 16.77  | 1.600 |
| 548   | Rahul Dalal                   | 42.77   | 26.73  | 1.600 |
| 549   | Kane Williamson               | 49.92   | 31.20  | 1.599 |
| 550   | Coimbatarao Gopinath          | 42.16   | 26.36  | 1.599 |
| 551   | Dulip Samaraweera             | 39.18   | 24.50  | 1.599 |
| 552   | George Coates                 | 16.48   | 10.31  | 1.599 |
| 553   | Teddy Wynyard                 | 33.00   | 20.64  | 1.598 |
| 554   | Rustom Cooper                 | 52.39   | 32.77  | 1.598 |
| 555   | Cameron Green                 | 50.22   | 31.42  | 1.598 |
| 556   | Kakkudasam Rajagopal          | 34.53   | 21.61  | 1.597 |
| 557   | Yashpal Sharma                | 44.88   | 28.09  | 1.597 |
| 558   | Neil Rosendorff               | 42.49   | 26.60  | 1.597 |
| 559   | Joe Hardstaff                 | 44.35   | 27.77  | 1.597 |
| 560   | Thimira Jayasinghe            | 39.60   | 24.80  | 1.596 |
| 561   | Iftikhar Bukhari              | 36.88   | 23.10  | 1.596 |
| 562   | Henry Fotheringham            | 40.06   | 25.09  | 1.596 |
| 563   | Plum Warner                   | 36.28   | 22.74  | 1.595 |
| 564   | Pankaj Roy                    | 42.38   | 26.59  | 1.593 |
| 565   | Obus Pienaar                  | 45.39   | 28.48  | 1.593 |
| 566   | Saad Ali                      | 44.36   | 27.83  | 1.593 |
| 567   | Gerald Hough                  | 29.60   | 18.57  | 1.593 |
| 568   | David Denton                  | 33.40   | 20.96  | 1.593 |
| 569   | Daryll Cullinan               | 44.79   | 28.12  | 1.592 |
| 570   | Russell Endean                | 37.83   | 23.76  | 1.592 |
| 571   | Karan Shinde                  | 36.76   | 23.09  | 1.591 |
| 572   | Murray Goodwin                | 46.69   | 29.34  | 1.591 |
| 573   | Merv Wallace                  | 44.32   | 27.86  | 1.590 |
| 574   | Sagara Gallage                | 30.54   | 19.19  | 1.590 |
| 575   | Ashit Bhansali                | 43.36   | 27.26  | 1.590 |
| 576   | Bhupinder Singh               | 46.04   | 28.97  | 1.589 |
| 577   | Sydney Smith                  | 31.28   | 19.69  | 1.589 |
| 578   | Devon Smith                   | 39.45   | 24.83  | 1.589 |
| 579   | Hubert Freakes                | 36.66   | 23.07  | 1.588 |
| 580   | Nuruzzaman                    | 36.07   | 22.70  | 1.588 |
| 581   | Marques Ackerman              | 47.06   | 29.63  | 1.588 |
| 582   | Thomas Beagley                | 17.10   | 10.77  | 1.587 |
| 583   | Sybrand Engelbrecht           | 40.35   | 25.41  | 1.587 |
| 584   | Sapan Chopra                  | 43.41   | 27.34  | 1.587 |
| 585   | Brijesh Patel                 | 45.63   | 28.76  | 1.586 |
| 586   | Roger Blunt                   | 40.99   | 25.83  | 1.586 |
| 587   | Damien Martyn                 | 49.25   | 31.05  | 1.586 |
| 588   | Andrew Stoddart               | 32.12   | 20.25  | 1.586 |
| 589   | Neville Francis               | 31.12   | 19.63  | 1.585 |
| 590   | Aamer Mirza                   | 29.35   | 18.51  | 1.584 |
| 591   | Buddika Hasaranga             | 41.82   | 26.39  | 1.584 |
| 592   | Sumedha Weerasiri             | 31.23   | 19.71  | 1.583 |
| 593   | Sangram Sawant                | 40.30   | 25.45  | 1.583 |
| 594   | Dodger Whysall                | 38.76   | 24.47  | 1.583 |
| 595   | Ronald Richardson             | 33.56   | 21.19  | 1.583 |
| 596   | Noor Ali Zadran               | 46.63   | 29.45  | 1.583 |
| 597   | Bhaskar Ghosh                 | 40.50   | 25.59  | 1.582 |
| 598   | Ken Viljoen                   | 43.28   | 27.34  | 1.582 |
| 599   | Kim Elgie                     | 36.68   | 23.18  | 1.582 |
| 600   | Ram Prakash                   | 35.54   | 22.46  | 1.581 |
| 601   | Archie MacLaren               | 34.15   | 21.59  | 1.581 |
| 602   | Barry Cumberlege              | 38.15   | 24.12  | 1.581 |
| 603   | Javed Masood                  | 37.82   | 23.91  | 1.581 |
| 604   | Hemant Kanitkar               | 42.78   | 27.05  | 1.581 |
| 605   | Peter Burge                   | 47.53   | 30.06  | 1.580 |
| 606   | Matthew Elliott               | 47.00   | 29.73  | 1.580 |
| 607   | Joseph Lawton                 | 19.26   | 12.18  | 1.580 |
| 608   | L Semper                      | 25.81   | 16.33  | 1.580 |
| 609   | Reggie Spooner                | 36.28   | 22.96  | 1.580 |
| 610   | Mushtaq Mohammad              | 42.07   | 26.62  | 1.580 |
| 611   | Imad Wasim                    | 40.68   | 25.74  | 1.580 |
| 612   | Rizwan Shamshad               | 45.86   | 29.03  | 1.579 |
| 613   | Alfred Lyttelton              | 27.85   | 17.63  | 1.579 |
| 614   | Hoshang Amroliwala            | 44.55   | 28.21  | 1.578 |
| 615   | Craig Williams                | 40.52   | 25.68  | 1.577 |
| 616   | Hari Gidwani                  | 42.53   | 26.95  | 1.577 |
| 617   | Abdul Jabbar                  | 40.66   | 25.77  | 1.577 |
| 618   | Herbie Hewett                 | 29.30   | 18.58  | 1.576 |
| 619   | Majid Khan                    | 43.01   | 27.28  | 1.576 |
| 620   | Babar Azam                    | 43.81   | 27.79  | 1.576 |
| 621   | Terence Lazard                | 40.30   | 25.57  | 1.575 |
| 622   | Edgar Oldroyd                 | 35.15   | 22.31  | 1.575 |
| 623   | Kevin Pietersen               | 49.76   | 31.58  | 1.575 |
| 624   | Owen Cowley                   | 27.00   | 17.14  | 1.575 |
| 625   | Hugh Lusk                     | 25.19   | 16.00  | 1.574 |
| 626   | Dilip Vengsarkar              | 52.86   | 33.58  | 1.574 |
| 627   | Alfred Burrows                | 37.32   | 23.71  | 1.574 |
| 628   | Paul Walter                   | 40.00   | 25.41  | 1.573 |
| 629   | Marshall Davies               | 39.14   | 24.87  | 1.573 |
| 630   | Surjuram Girdhari             | 36.90   | 23.46  | 1.573 |
| 631   | Arthur Mitchell               | 37.47   | 23.82  | 1.572 |
| 632   | Paul Sheahan                  | 46.16   | 29.35  | 1.572 |
| 633   | Pieter Malan                  | 46.24   | 29.40  | 1.572 |
| 634   | Ganesh Satish                 | 46.90   | 29.83  | 1.571 |
| 635   | Prasad Kellepotha             | 38.56   | 24.53  | 1.571 |
| 636   | Adam Voges                    | 46.42   | 29.53  | 1.571 |
| 637   | Liton Das                     | 49.00   | 31.21  | 1.570 |
| 638   | Qaasim Adams                  | 40.00   | 25.49  | 1.569 |
| 639   | Mark Richardson               | 42.89   | 27.32  | 1.569 |
| 640   | Edwin Fowler                  | 17.80   | 11.34  | 1.568 |
| 641   | Leus du Plooy                 | 43.54   | 27.76  | 1.568 |
| 642   | Mohammad Tufail               | 34.16   | 21.79  | 1.567 |
| 643   | Albert Ward                   | 30.08   | 19.20  | 1.567 |
| 644   | Angelo Mathews                | 48.32   | 30.83  | 1.566 |
| 645   | Ken McEwan                    | 41.73   | 26.63  | 1.566 |
| 646   | George Boult                  | 17.66   | 11.27  | 1.566 |
| 647   | Dale Benkenstein              | 44.21   | 28.22  | 1.566 |
| 648   | Harpreet Singh                | 47.75   | 30.50  | 1.565 |
| 649   | Arvind Mathur                 | 28.34   | 18.12  | 1.563 |
| 650   | Charles Taylor                | 14.29   | 9.15   | 1.561 |
| 651   | Pathum Madusanka              | 41.38   | 26.49  | 1.561 |
